MDS,CAPE14,Cost,A-Cost,OCPFH,A-OCPFH,Exclude,Inflation Type,Deflator,Year,TAI,Hours,Family,Included,MAMRO,L1 Code,L2 Code,Full Code,L1 Desc,L2 Desc,Full Desc,T/M/S
F/A-18A/B,3.1 Consumable Materials and Repair Parts,3444783,3733777.368,48246.07722,52293.60202,,M,0.9226,2016,14,1036,F/A-18,TRUE,Field,3,3.1,3.1,3.0 Maintenance,3.1 Consumable Materials and Repair Parts,3.1 Consumable Materials and Repair Parts,F/A-18B
F/A-18A/B,3.2 Depot Level Reparables (DLRs),5862296,6367216.249,48246.07722,52293.60202,,C,0.9207,2016,14,1036,F/A-18,TRUE,Comps,3,3.2,3.2,3.0 Maintenance,3.2 Depot Level Reparables (DLRs),3.2 Depot Level Reparables (DLRs),F/A-18B
F/A-18A/B,3.3 Intermediate Maintenance (External to Unit-Level),4123417,4478567.394,48246.07722,52293.60202,,C,0.9207,2016,14,1036,F/A-18,TRUE,Field,3,3.3,3.3,3.0 Maintenance,3.3 Intermediate Maintenance (External to Unit-Level),3.3 Intermediate Maintenance (External to Unit-Level),F/A-18B
F/A-18A/B,3.4 Depot Maintenance,3879842,4214013.251,48246.07722,52293.60202,,C,0.9207,2016,14,1036,F/A-18,TRUE,CLS,3,3.4,3.4,3.0 Maintenance,3.4 Depot Maintenance,3.4 Depot Maintenance,F/A-18B
F/A-18A/B,3.5 Other Maintenance,1595756,1733198.653,48246.07722,52293.60202,,C,0.9207,2016,14,1036,F/A-18,TRUE,CLS,3,3.5,3.5,3.0 Maintenance,3.5 Other Maintenance,3.5 Other Maintenance,F/A-18B
F/A-18A/B,4.1 System-Specific Training,244775,265857.4997,48246.07722,52293.60202,,C,0.9207,2016,14,1036,F/A-18,FALSE,0,4,4.1,4.1,4.0 Sustaining Support,4.1 System-Specific Training,4.1 System-Specific Training,F/A-18B
F/A-18A/B,4.2 Support Equipment Replacement and Repair,143486,155844.4662,48246.07722,52293.60202,,C,0.9207,2016,14,1036,F/A-18,FALSE,0,4,4.2,4.2,4.0 Sustaining Support,4.2 Support Equipment Replacement and Repair,4.2 Support Equipment Replacement and Repair,F/A-18B
F/A-18A/B,4.3 Sustaining/Systems Engineering,116665,126713.3703,48246.07722,52293.60202,,C,0.9207,2016,14,1036,F/A-18,FALSE,0,4,4.3,4.3,4.0 Sustaining Support,4.3 Sustaining/Systems Engineering,4.3 Sustaining/Systems Engineering,F/A-18B
F/A-18A/B,4.4 Program Management,1103704,1198766.156,48246.07722,52293.60202,,C,0.9207,2016,14,1036,F/A-18,FALSE,0,4,4.4,4.4,4.0 Sustaining Support,4.4 Program Management,4.4 Program Management,F/A-18B
F/A-18A/B,4.7 Simulator Operations and Repair,29724,32284.13164,48246.07722,52293.60202,,C,0.9207,2016,14,1036,F/A-18,FALSE,0,4,4.7,4.7,4.0 Sustaining Support,4.7 Simulator Operations and Repair,4.7 Simulator Operations and Repair,F/A-18B
F/A-18A/B,5.1 Hardware Modifications or Modernization,14310447,15543007.49,48246.07722,52293.60202,,C,0.9207,2016,14,1036,F/A-18,FALSE,0,5,5.1,5.1,5.0 Continuing System Improvements,5.1 Hardware Modifications or Modernization,5.1 Hardware Modifications or Modernization,F/A-18B
F/A-18A/B,5.2 Software Maintenance and Modifications,478804,520043.4452,48246.07722,52293.60202,,C,0.9207,2016,14,1036,F/A-18,FALSE,0,5,5.2,5.2,5.0 Continuing System Improvements,5.2 Software Maintenance and Modifications,5.2 Software Maintenance and Modifications,F/A-18B
F/A-18A/B,A1.1 Navy Aircraft Count,7,7,48246.07722,52293.60202,,None,1,2016,14,1036,F/A-18,FALSE,TAI,A1,A1.1,A1.1,A1.0 Total Aircraft Count,A1.1 Navy Aircraft Count,A1.1 Navy Aircraft Count,F/A-18B
F/A-18A/B,A1.2 Marine Aircraft Count,7,7,48246.07722,52293.60202,,None,1,2016,14,1036,F/A-18,FALSE,TAI,A1,A1.2,A1.2,A1.0 Total Aircraft Count,A1.2 Marine Aircraft Count,A1.2 Marine Aircraft Count,F/A-18B
F/A-18A/B,A2.1 Navy Flying Hours,515,515,48246.07722,52293.60202,,None,1,2016,14,1036,F/A-18,FALSE,Hours,A2,A2.1,A2.1,A2.0 Total Flying Hours,A2.1 Navy Flying Hours,A2.1 Navy Flying Hours,F/A-18B
F/A-18A/B,A2.2 Marine Flying Hours,521,521,48246.07722,52293.60202,,None,1,2016,14,1036,F/A-18,FALSE,Hours,A2,A2.2,A2.2,A2.0 Total Flying Hours,A2.2 Marine Flying Hours,A2.2 Marine Flying Hours,F/A-18B
F/A-18C/D,1.1 Operations Manpower,47359291,51951833.04,40015.12827,43372.13122,,P,0.9116,2016,312,34452,F/A-18,FALSE,0,1,1.1,1.1,1.0 Unit-Level Manpower,1.1 Operations Manpower,1.1 Operations Manpower,F/A-18C
F/A-18C/D,1.2 Unit-Level Maintenance Manpower,164974861,180972862,40015.12827,43372.13122,,P,0.9116,2016,312,34452,F/A-18,TRUE,Techs,1,1.2,1.2,1.0 Unit-Level Manpower,1.2 Unit-Level Maintenance Manpower,1.2 Unit-Level Maintenance Manpower,F/A-18C
F/A-18C/D,1.3 Other Unit-Level Manpower,38001647,41686756.25,40015.12827,43372.13122,,P,0.9116,2016,312,34452,F/A-18,FALSE,0,1,1.3,1.3,1.0 Unit-Level Manpower,1.3 Other Unit-Level Manpower,1.3 Other Unit-Level Manpower,F/A-18C
F/A-18C/D,2.1 Operating Material,148032645,160451598.7,40015.12827,43372.13122,,M,0.9226,2016,312,34452,F/A-18,FALSE,0,2,2.1,2.1,2.0 Unit Operations,2.1 Operating Material,2.1 Operating Material,F/A-18C
F/A-18C/D,2.3 Temporary Duty,7913348,8680724.002,40015.12827,43372.13122,,P,0.9116,2016,312,34452,F/A-18,FALSE,0,2,2.3,2.3,2.0 Unit Operations,2.3 Temporary Duty,2.3 Temporary Duty,F/A-18C
F/A-18C/D,2.4 Transportation,6801848,7387691.973,40015.12827,43372.13122,,C,0.9207,2016,312,34452,F/A-18,FALSE,0,2,2.4,2.4,2.0 Unit Operations,2.4 Transportation,2.4 Transportation,F/A-18C
F/A-18C/D,3.1 Consumable Materials and Repair Parts,96495931,104591297.4,40015.12827,43372.13122,,M,0.9226,2016,312,34452,F/A-18,TRUE,Field,3,3.1,3.1,3.0 Maintenance,3.1 Consumable Materials and Repair Parts,3.1 Consumable Materials and Repair Parts,F/A-18C
F/A-18C/D,3.2 Depot Level Reparables (DLRs),217234626,235945070.1,40015.12827,43372.13122,,C,0.9207,2016,312,34452,F/A-18,TRUE,Comps,3,3.2,3.2,3.0 Maintenance,3.2 Depot Level Reparables (DLRs),3.2 Depot Level Reparables (DLRs),F/A-18C
F/A-18C/D,3.3 Intermediate Maintenance (External to Unit-Level),114608125,124479336.4,40015.12827,43372.13122,,C,0.9207,2016,312,34452,F/A-18,TRUE,Field,3,3.3,3.3,3.0 Maintenance,3.3 Intermediate Maintenance (External to Unit-Level),3.3 Intermediate Maintenance (External to Unit-Level),F/A-18C
F/A-18C/D,3.4 Depot Maintenance,146212492,158805791.2,40015.12827,43372.13122,,C,0.9207,2016,312,34452,F/A-18,TRUE,CLS,3,3.4,3.4,3.0 Maintenance,3.4 Depot Maintenance,3.4 Depot Maintenance,F/A-18C
F/A-18C/D,3.5 Other Maintenance,15182249,16489897.9,40015.12827,43372.13122,,C,0.9207,2016,312,34452,F/A-18,TRUE,CLS,3,3.5,3.5,3.0 Maintenance,3.5 Other Maintenance,3.5 Other Maintenance,F/A-18C
F/A-18C/D,4.1 System-Specific Training,6691791,7268155.751,40015.12827,43372.13122,,C,0.9207,2016,312,34452,F/A-18,FALSE,0,4,4.1,4.1,4.0 Sustaining Support,4.1 System-Specific Training,4.1 System-Specific Training,F/A-18C
F/A-18C/D,4.2 Support Equipment Replacement and Repair,3197666,3473081.351,40015.12827,43372.13122,,C,0.9207,2016,312,34452,F/A-18,FALSE,0,4,4.2,4.2,4.0 Sustaining Support,4.2 Support Equipment Replacement and Repair,4.2 Support Equipment Replacement and Repair,F/A-18C
F/A-18C/D,4.3 Sustaining/Systems Engineering,2599954,2823888.346,40015.12827,43372.13122,,C,0.9207,2016,312,34452,F/A-18,FALSE,0,4,4.3,4.3,4.0 Sustaining Support,4.3 Sustaining/Systems Engineering,4.3 Sustaining/Systems Engineering,F/A-18C
F/A-18C/D,4.4 Program Management,24596826,26715353.54,40015.12827,43372.13122,,C,0.9207,2016,312,34452,F/A-18,FALSE,0,4,4.4,4.4,4.0 Sustaining Support,4.4 Program Management,4.4 Program Management,F/A-18C
F/A-18C/D,4.7 Simulator Operations and Repair,5468177,5939151.732,40015.12827,43372.13122,,C,0.9207,2016,312,34452,F/A-18,FALSE,0,4,4.7,4.7,4.0 Sustaining Support,4.7 Simulator Operations and Repair,4.7 Simulator Operations and Repair,F/A-18C
F/A-18C/D,5.1 Hardware Modifications or Modernization,322499083,350275967.2,40015.12827,43372.13122,,C,0.9207,2016,312,34452,F/A-18,FALSE,0,5,5.1,5.1,5.0 Continuing System Improvements,5.1 Hardware Modifications or Modernization,5.1 Hardware Modifications or Modernization,F/A-18C
F/A-18C/D,5.2 Software Maintenance and Modifications,10730639,11654870.21,40015.12827,43372.13122,,C,0.9207,2016,312,34452,F/A-18,FALSE,0,5,5.2,5.2,5.0 Continuing System Improvements,5.2 Software Maintenance and Modifications,5.2 Software Maintenance and Modifications,F/A-18C
F/A-18C/D,A1.1 Navy Aircraft Count,185,185,40015.12827,43372.13122,,None,1,2016,312,34452,F/A-18,FALSE,TAI,A1,A1.1,A1.1,A1.0 Total Aircraft Count,A1.1 Navy Aircraft Count,A1.1 Navy Aircraft Count,F/A-18C
F/A-18C/D,A1.2 Marine Aircraft Count,127,127,40015.12827,43372.13122,,None,1,2016,312,34452,F/A-18,FALSE,TAI,A1,A1.2,A1.2,A1.0 Total Aircraft Count,A1.2 Marine Aircraft Count,A1.2 Marine Aircraft Count,F/A-18C
F/A-18C/D,A2.1 Navy Flying Hours,21865,21865,40015.12827,43372.13122,,None,1,2016,312,34452,F/A-18,FALSE,Hours,A2,A2.1,A2.1,A2.0 Total Flying Hours,A2.1 Navy Flying Hours,A2.1 Navy Flying Hours,F/A-18C
F/A-18C/D,A2.2 Marine Flying Hours,12587,12587,40015.12827,43372.13122,,None,1,2016,312,34452,F/A-18,FALSE,Hours,A2,A2.2,A2.2,A2.0 Total Flying Hours,A2.2 Marine Flying Hours,A2.2 Marine Flying Hours,F/A-18C
F/A-18C/D,1.1 Operations Manpower,29962511,32868046.29,31974.16829,34656.58822,,P,0.9116,2016,124,19882,F/A-18,FALSE,0,1,1.1,1.1,1.0 Unit-Level Manpower,1.1 Operations Manpower,1.1 Operations Manpower,F/A-18D
F/A-18C/D,1.2 Unit-Level Maintenance Manpower,69112590,75814600.7,31974.16829,34656.58822,,P,0.9116,2016,124,19882,F/A-18,TRUE,Techs,1,1.2,1.2,1.0 Unit-Level Manpower,1.2 Unit-Level Maintenance Manpower,1.2 Unit-Level Maintenance Manpower,F/A-18D
F/A-18C/D,1.3 Other Unit-Level Manpower,11035176,12105283.02,31974.16829,34656.58822,,P,0.9116,2016,124,19882,F/A-18,FALSE,0,1,1.3,1.3,1.0 Unit-Level Manpower,1.3 Other Unit-Level Manpower,1.3 Other Unit-Level Manpower,F/A-18D
F/A-18C/D,2.1 Operating Material,90367183,97948388.25,31974.16829,34656.58822,,M,0.9226,2016,124,19882,F/A-18,FALSE,0,2,2.1,2.1,2.0 Unit Operations,2.1 Operating Material,2.1 Operating Material,F/A-18D
F/A-18C/D,2.3 Temporary Duty,12539389,13755363.1,31974.16829,34656.58822,,P,0.9116,2016,124,19882,F/A-18,FALSE,0,2,2.3,2.3,2.0 Unit Operations,2.3 Temporary Duty,2.3 Temporary Duty,F/A-18D
F/A-18C/D,2.4 Transportation,2631658,2858323.015,31974.16829,34656.58822,,C,0.9207,2016,124,19882,F/A-18,FALSE,0,2,2.4,2.4,2.0 Unit Operations,2.4 Transportation,2.4 Transportation,F/A-18D
F/A-18C/D,3.1 Consumable Materials and Repair Parts,50716088,54970830.26,31974.16829,34656.58822,,M,0.9226,2016,124,19882,F/A-18,TRUE,Field,3,3.1,3.1,3.0 Maintenance,3.1 Consumable Materials and Repair Parts,3.1 Consumable Materials and Repair Parts,F/A-18D
F/A-18C/D,3.2 Depot Level Reparables (DLRs),123450923,134083765.6,31974.16829,34656.58822,,C,0.9207,2016,124,19882,F/A-18,TRUE,Comps,3,3.2,3.2,3.0 Maintenance,3.2 Depot Level Reparables (DLRs),3.2 Depot Level Reparables (DLRs),F/A-18D
F/A-18C/D,3.3 Intermediate Maintenance (External to Unit-Level),52885934,57441005.76,31974.16829,34656.58822,,C,0.9207,2016,124,19882,F/A-18,TRUE,Field,3,3.3,3.3,3.0 Maintenance,3.3 Intermediate Maintenance (External to Unit-Level),3.3 Intermediate Maintenance (External to Unit-Level),F/A-18D
F/A-18C/D,3.4 Depot Maintenance,30721171,33367189.1,31974.16829,34656.58822,,C,0.9207,2016,124,19882,F/A-18,TRUE,CLS,3,3.4,3.4,3.0 Maintenance,3.4 Depot Maintenance,3.4 Depot Maintenance,F/A-18D
F/A-18C/D,3.5 Other Maintenance,13954065,15155930.27,31974.16829,34656.58822,,C,0.9207,2016,124,19882,F/A-18,TRUE,CLS,3,3.5,3.5,3.0 Maintenance,3.5 Other Maintenance,3.5 Other Maintenance,F/A-18D
F/A-18C/D,4.1 System-Specific Training,1731705,1880856.957,31974.16829,34656.58822,,C,0.9207,2016,124,19882,F/A-18,FALSE,0,4,4.1,4.1,4.0 Sustaining Support,4.1 System-Specific Training,4.1 System-Specific Training,F/A-18D
F/A-18C/D,4.2 Support Equipment Replacement and Repair,1270867,1380326.925,31974.16829,34656.58822,,C,0.9207,2016,124,19882,F/A-18,FALSE,0,4,4.2,4.2,4.0 Sustaining Support,4.2 Support Equipment Replacement and Repair,4.2 Support Equipment Replacement and Repair,F/A-18D
F/A-18C/D,4.3 Sustaining/Systems Engineering,1033314,1122313.457,31974.16829,34656.58822,,C,0.9207,2016,124,19882,F/A-18,FALSE,0,4,4.3,4.3,4.0 Sustaining Support,4.3 Sustaining/Systems Engineering,4.3 Sustaining/Systems Engineering,F/A-18D
F/A-18C/D,4.4 Program Management,9775662,10617640.93,31974.16829,34656.58822,,C,0.9207,2016,124,19882,F/A-18,FALSE,0,4,4.4,4.4,4.0 Sustaining Support,4.4 Program Management,4.4 Program Management,F/A-18D
F/A-18C/D,4.7 Simulator Operations and Repair,2084723,2264280.439,31974.16829,34656.58822,,C,0.9207,2016,124,19882,F/A-18,FALSE,0,4,4.7,4.7,4.0 Sustaining Support,4.7 Simulator Operations and Repair,4.7 Simulator Operations and Repair,F/A-18D
F/A-18C/D,5.1 Hardware Modifications or Modernization,128172714,139212245,31974.16829,34656.58822,,C,0.9207,2016,124,19882,F/A-18,FALSE,0,5,5.1,5.1,5.0 Continuing System Improvements,5.1 Hardware Modifications or Modernization,5.1 Hardware Modifications or Modernization,F/A-18D
F/A-18C/D,5.2 Software Maintenance and Modifications,4264741,4632063.647,31974.16829,34656.58822,,C,0.9207,2016,124,19882,F/A-18,FALSE,0,5,5.2,5.2,5.0 Continuing System Improvements,5.2 Software Maintenance and Modifications,5.2 Software Maintenance and Modifications,F/A-18D
F/A-18C/D,A1.1 Navy Aircraft Count,32,32,31974.16829,34656.58822,,None,1,2016,124,19882,F/A-18,FALSE,TAI,A1,A1.1,A1.1,A1.0 Total Aircraft Count,A1.1 Navy Aircraft Count,A1.1 Navy Aircraft Count,F/A-18D
F/A-18C/D,A1.2 Marine Aircraft Count,92,92,31974.16829,34656.58822,,None,1,2016,124,19882,F/A-18,FALSE,TAI,A1,A1.2,A1.2,A1.0 Total Aircraft Count,A1.2 Marine Aircraft Count,A1.2 Marine Aircraft Count,F/A-18D
F/A-18C/D,A2.1 Navy Flying Hours,2644,2644,31974.16829,34656.58822,,None,1,2016,124,19882,F/A-18,FALSE,Hours,A2,A2.1,A2.1,A2.0 Total Flying Hours,A2.1 Navy Flying Hours,A2.1 Navy Flying Hours,F/A-18D
F/A-18C/D,A2.2 Marine Flying Hours,17238,17238,31974.16829,34656.58822,,None,1,2016,124,19882,F/A-18,FALSE,Hours,A2,A2.2,A2.2,A2.0 Total Flying Hours,A2.2 Marine Flying Hours,A2.2 Marine Flying Hours,F/A-18D
F/A-18E/F,1.1 Operations Manpower,52597466,57697966.21,21172.85958,22949.12159,,P,0.9116,2016,273,82183,F/A-18,FALSE,0,1,1.1,1.1,1.0 Unit-Level Manpower,1.1 Operations Manpower,1.1 Operations Manpower,F/A-18E
F/A-18E/F,1.2 Unit-Level Maintenance Manpower,211323429,231815959.9,21172.85958,22949.12159,,P,0.9116,2016,273,82183,F/A-18,TRUE,Techs,1,1.2,1.2,1.0 Unit-Level Manpower,1.2 Unit-Level Maintenance Manpower,1.2 Unit-Level Maintenance Manpower,F/A-18E
F/A-18E/F,1.3 Other Unit-Level Manpower,59420372,65182505.48,21172.85958,22949.12159,,P,0.9116,2016,273,82183,F/A-18,FALSE,0,1,1.3,1.3,1.0 Unit-Level Manpower,1.3 Other Unit-Level Manpower,1.3 Other Unit-Level Manpower,F/A-18E
F/A-18E/F,2.1 Operating Material,274829705,297886088.2,21172.85958,22949.12159,,M,0.9226,2016,273,82183,F/A-18,FALSE,0,2,2.1,2.1,2.0 Unit Operations,2.1 Operating Material,2.1 Operating Material,F/A-18E
F/A-18E/F,2.3 Temporary Duty,9251350,10148475.21,21172.85958,22949.12159,,P,0.9116,2016,273,82183,F/A-18,FALSE,0,2,2.3,2.3,2.0 Unit Operations,2.3 Temporary Duty,2.3 Temporary Duty,F/A-18E
F/A-18E/F,2.4 Transportation,5799073,6298547.844,21172.85958,22949.12159,,C,0.9207,2016,273,82183,F/A-18,FALSE,0,2,2.4,2.4,2.0 Unit Operations,2.4 Transportation,2.4 Transportation,F/A-18E
F/A-18E/F,3.1 Consumable Materials and Repair Parts,143912631,155985943,21172.85958,22949.12159,,M,0.9226,2016,273,82183,F/A-18,TRUE,Field,3,3.1,3.1,3.0 Maintenance,3.1 Consumable Materials and Repair Parts,3.1 Consumable Materials and Repair Parts,F/A-18E
F/A-18E/F,3.2 Depot Level Reparables (DLRs),261679536,284218025.4,21172.85958,22949.12159,,C,0.9207,2016,273,82183,F/A-18,TRUE,Comps,3,3.2,3.2,3.0 Maintenance,3.2 Depot Level Reparables (DLRs),3.2 Depot Level Reparables (DLRs),F/A-18E
F/A-18E/F,3.3 Intermediate Maintenance (External to Unit-Level),87035435,94531807.32,21172.85958,22949.12159,,C,0.9207,2016,273,82183,F/A-18,TRUE,Field,3,3.3,3.3,3.0 Maintenance,3.3 Intermediate Maintenance (External to Unit-Level),3.3 Intermediate Maintenance (External to Unit-Level),F/A-18E
F/A-18E/F,3.4 Depot Maintenance,259653960,282017986.3,21172.85958,22949.12159,,C,0.9207,2016,273,82183,F/A-18,TRUE,CLS,3,3.4,3.4,3.0 Maintenance,3.4 Depot Maintenance,3.4 Depot Maintenance,F/A-18E
F/A-18E/F,3.5 Other Maintenance,19763566,21465804.28,21172.85958,22949.12159,,C,0.9207,2016,273,82183,F/A-18,TRUE,CLS,3,3.5,3.5,3.0 Maintenance,3.5 Other Maintenance,3.5 Other Maintenance,F/A-18E
F/A-18E/F,4.1 System-Specific Training,9397722,10207148.91,21172.85958,22949.12159,,C,0.9207,2016,273,82183,F/A-18,FALSE,0,4,4.1,4.1,4.0 Sustaining Support,4.1 System-Specific Training,4.1 System-Specific Training,F/A-18E
F/A-18E/F,4.2 Support Equipment Replacement and Repair,2826664,3070124.905,21172.85958,22949.12159,,C,0.9207,2016,273,82183,F/A-18,FALSE,0,4,4.2,4.2,4.0 Sustaining Support,4.2 Support Equipment Replacement and Repair,4.2 Support Equipment Replacement and Repair,F/A-18E
F/A-18E/F,4.3 Sustaining/Systems Engineering,2274960,2470902.574,21172.85958,22949.12159,,C,0.9207,2016,273,82183,F/A-18,FALSE,0,4,4.3,4.3,4.0 Sustaining Support,4.3 Sustaining/Systems Engineering,4.3 Sustaining/Systems Engineering,F/A-18E
F/A-18E/F,4.4 Program Management,11709523,12718065.6,21172.85958,22949.12159,,C,0.9207,2016,273,82183,F/A-18,FALSE,0,4,4.4,4.4,4.0 Sustaining Support,4.4 Program Management,4.4 Program Management,F/A-18E
F/A-18E/F,4.7 Simulator Operations and Repair,2793592,3034204.41,21172.85958,22949.12159,,C,0.9207,2016,273,82183,F/A-18,FALSE,0,4,4.7,4.7,4.0 Sustaining Support,4.7 Simulator Operations and Repair,4.7 Simulator Operations and Repair,F/A-18E
F/A-18E/F,5.1 Hardware Modifications or Modernization,319326619,346830258.5,21172.85958,22949.12159,,C,0.9207,2016,273,82183,F/A-18,FALSE,0,5,5.1,5.1,5.0 Continuing System Improvements,5.1 Hardware Modifications or Modernization,5.1 Hardware Modifications or Modernization,F/A-18E
F/A-18E/F,5.2 Software Maintenance and Modifications,6453516,7009358.097,21172.85958,22949.12159,,C,0.9207,2016,273,82183,F/A-18,FALSE,0,5,5.2,5.2,5.0 Continuing System Improvements,5.2 Software Maintenance and Modifications,5.2 Software Maintenance and Modifications,F/A-18E
F/A-18E/F,A1.1 Navy Aircraft Count,273,273,21172.85958,22949.12159,,None,1,2016,273,82183,F/A-18,FALSE,TAI,A1,A1.1,A1.1,A1.0 Total Aircraft Count,A1.1 Navy Aircraft Count,A1.1 Navy Aircraft Count,F/A-18E
F/A-18E/F,A2.1 Navy Flying Hours,82183,82183,21172.85958,22949.12159,,None,1,2016,273,82183,F/A-18,FALSE,Hours,A2,A2.1,A2.1,A2.0 Total Flying Hours,A2.1 Navy Flying Hours,A2.1 Navy Flying Hours,F/A-18E
F/A-18E/F,1.1 Operations Manpower,71302511,78216883.5,24307.63237,26346.88095,,P,0.9116,2016,232,56600,F/A-18,FALSE,0,1,1.1,1.1,1.0 Unit-Level Manpower,1.1 Operations Manpower,1.1 Operations Manpower,F/A-18F
F/A-18E/F,1.2 Unit-Level Maintenance Manpower,177134887,194312074.4,24307.63237,26346.88095,,P,0.9116,2016,232,56600,F/A-18,TRUE,Techs,1,1.2,1.2,1.0 Unit-Level Manpower,1.2 Unit-Level Maintenance Manpower,1.2 Unit-Level Maintenance Manpower,F/A-18F
F/A-18E/F,1.3 Other Unit-Level Manpower,40426590,44346851.69,24307.63237,26346.88095,,P,0.9116,2016,232,56600,F/A-18,FALSE,0,1,1.3,1.3,1.0 Unit-Level Manpower,1.3 Other Unit-Level Manpower,1.3 Other Unit-Level Manpower,F/A-18F
F/A-18E/F,2.1 Operating Material,199724717,216480291.6,24307.63237,26346.88095,,M,0.9226,2016,232,56600,F/A-18,FALSE,0,2,2.1,2.1,2.0 Unit Operations,2.1 Operating Material,2.1 Operating Material,F/A-18F
F/A-18E/F,2.3 Temporary Duty,8737437,9584726.854,24307.63237,26346.88095,,P,0.9116,2016,232,56600,F/A-18,FALSE,0,2,2.3,2.3,2.0 Unit Operations,2.3 Temporary Duty,2.3 Temporary Duty,F/A-18F
F/A-18E/F,2.4 Transportation,3564409,3871411.969,24307.63237,26346.88095,,C,0.9207,2016,232,56600,F/A-18,FALSE,0,2,2.4,2.4,2.0 Unit Operations,2.4 Transportation,2.4 Transportation,F/A-18F
F/A-18E/F,3.1 Consumable Materials and Repair Parts,105005441,113814698.7,24307.63237,26346.88095,,M,0.9226,2016,232,56600,F/A-18,TRUE,Field,3,3.1,3.1,3.0 Maintenance,3.1 Consumable Materials and Repair Parts,3.1 Consumable Materials and Repair Parts,F/A-18F
F/A-18E/F,3.2 Depot Level Reparables (DLRs),196025765,212909487.3,24307.63237,26346.88095,,C,0.9207,2016,232,56600,F/A-18,TRUE,Comps,3,3.2,3.2,3.0 Maintenance,3.2 Depot Level Reparables (DLRs),3.2 Depot Level Reparables (DLRs),F/A-18F
F/A-18E/F,3.3 Intermediate Maintenance (External to Unit-Level),66749023,72498124.25,24307.63237,26346.88095,,C,0.9207,2016,232,56600,F/A-18,TRUE,Field,3,3.3,3.3,3.0 Maintenance,3.3 Intermediate Maintenance (External to Unit-Level),3.3 Intermediate Maintenance (External to Unit-Level),F/A-18F
F/A-18E/F,3.4 Depot Maintenance,182423841,198136028,24307.63237,26346.88095,,C,0.9207,2016,232,56600,F/A-18,TRUE,CLS,3,3.4,3.4,3.0 Maintenance,3.4 Depot Maintenance,3.4 Depot Maintenance,F/A-18F
F/A-18E/F,3.5 Other Maintenance,21980809,23874018.68,24307.63237,26346.88095,,C,0.9207,2016,232,56600,F/A-18,TRUE,CLS,3,3.5,3.5,3.0 Maintenance,3.5 Other Maintenance,3.5 Other Maintenance,F/A-18F
F/A-18E/F,4.1 System-Specific Training,9074414,9855994.352,24307.63237,26346.88095,,C,0.9207,2016,232,56600,F/A-18,FALSE,0,4,4.1,4.1,4.0 Sustaining Support,4.1 System-Specific Training,4.1 System-Specific Training,F/A-18F
F/A-18E/F,4.2 Support Equipment Replacement and Repair,2402147,2609044.205,24307.63237,26346.88095,,C,0.9207,2016,232,56600,F/A-18,FALSE,0,4,4.2,4.2,4.0 Sustaining Support,4.2 Support Equipment Replacement and Repair,4.2 Support Equipment Replacement and Repair,F/A-18F
F/A-18E/F,4.3 Sustaining/Systems Engineering,1933300,2099815.358,24307.63237,26346.88095,,C,0.9207,2016,232,56600,F/A-18,FALSE,0,4,4.3,4.3,4.0 Sustaining Support,4.3 Sustaining/Systems Engineering,4.3 Sustaining/Systems Engineering,F/A-18F
F/A-18E/F,4.4 Program Management,9950951,10808027.59,24307.63237,26346.88095,,C,0.9207,2016,232,56600,F/A-18,FALSE,0,4,4.4,4.4,4.0 Sustaining Support,4.4 Program Management,4.4 Program Management,F/A-18F
F/A-18E/F,4.7 Simulator Operations and Repair,2522303,2739549.256,24307.63237,26346.88095,,C,0.9207,2016,232,56600,F/A-18,FALSE,0,4,4.7,4.7,4.0 Sustaining Support,4.7 Simulator Operations and Repair,4.7 Simulator Operations and Repair,F/A-18F
F/A-18E/F,5.1 Hardware Modifications or Modernization,271369140,294742196.2,24307.63237,26346.88095,,C,0.9207,2016,232,56600,F/A-18,FALSE,0,5,5.1,5.1,5.0 Continuing System Improvements,5.1 Hardware Modifications or Modernization,5.1 Hardware Modifications or Modernization,F/A-18F
F/A-18E/F,5.2 Software Maintenance and Modifications,5484307,5956671.011,24307.63237,26346.88095,,C,0.9207,2016,232,56600,F/A-18,FALSE,0,5,5.2,5.2,5.0 Continuing System Improvements,5.2 Software Maintenance and Modifications,5.2 Software Maintenance and Modifications,F/A-18F
F/A-18E/F,A1.1 Navy Aircraft Count,232,232,24307.63237,26346.88095,,None,1,2016,232,56600,F/A-18,FALSE,TAI,A1,A1.1,A1.1,A1.0 Total Aircraft Count,A1.1 Navy Aircraft Count,A1.1 Navy Aircraft Count,F/A-18F
F/A-18E/F,A2.1 Navy Flying Hours,56600,56600,24307.63237,26346.88095,,None,1,2016,232,56600,F/A-18,FALSE,Hours,A2,A2.1,A2.1,A2.0 Total Flying Hours,A2.1 Navy Flying Hours,A2.1 Navy Flying Hours,F/A-18F
F-16A/B,1.1 Operations Manpower,3361653,3687640.412,20204.51744,21899.54199,,P,0.9116,2016,10,1204,F-16,FALSE,0,1,1.1,1.1,1.0 Unit-Level Manpower,1.1 Operations Manpower,1.1 Operations Manpower,F-16A
F-16A/B,1.2 Unit-Level Maintenance Manpower,806894,885140.4125,20204.51744,21899.54199,,P,0.9116,2016,10,1204,F-16,TRUE,Techs,1,1.2,1.2,1.0 Unit-Level Manpower,1.2 Unit-Level Maintenance Manpower,1.2 Unit-Level Maintenance Manpower,F-16A
