MDS,CAPE14,Cost,A-Cost,OCPFH,A-OCPFH,Exclude,Inflation Type,Deflator,Year,TAI,Hours,Family,Included,MAMRO,L1 Code,L2 Code,Full Code,L1 Desc,L2 Desc,Full Desc,T/M/S
AH-1W,1.1 Operations Manpower,13254284,13953346.67,22566.5981,23436.07654,,P,0.9499,2018,61,9276,Huey,FALSE,0,1,1.1,1.1,1.0 Unit-Level Manpower,1.1 Operations Manpower,1.1 Operations Manpower,AH-1W
AH-1W,1.2 Unit-Level Maintenance Manpower,24123183,25395497.42,22566.5981,23436.07654,,P,0.9499,2018,61,9276,Huey,TRUE,Techs,1,1.2,1.2,1.0 Unit-Level Manpower,1.2 Unit-Level Maintenance Manpower,1.2 Unit-Level Maintenance Manpower,AH-1W
AH-1W,1.3 Other Unit-Level Manpower,2669391,2810181.072,22566.5981,23436.07654,,P,0.9499,2018,61,9276,Huey,FALSE,0,1,1.3,1.3,1.0 Unit-Level Manpower,1.3 Other Unit-Level Manpower,1.3 Other Unit-Level Manpower,AH-1W
AH-1W,2.1 Operating Material,20669212,21465585.21,22566.5981,23436.07654,,M,0.9629,2018,61,9276,Huey,FALSE,0,2,2.1,2.1,2.0 Unit Operations,2.1 Operating Material,2.1 Operating Material,AH-1W
AH-1W,2.3 Temporary Duty,1450445,1526944.942,22566.5981,23436.07654,,P,0.9499,2018,61,9276,Huey,FALSE,0,2,2.3,2.3,2.0 Unit Operations,2.3 Temporary Duty,2.3 Temporary Duty,AH-1W
AH-1W,2.4 Transportation,1020229,1062849.255,22566.5981,23436.07654,,C,0.9599,2018,61,9276,Huey,FALSE,0,2,2.4,2.4,2.0 Unit Operations,2.4 Transportation,2.4 Transportation,AH-1W
AH-1W,3.1 Consumable Materials and Repair Parts,25510390,26493291.1,22566.5981,23436.07654,,M,0.9629,2018,61,9276,Huey,TRUE,Field,3,3.1,3.1,3.0 Maintenance,3.1 Consumable Materials and Repair Parts,3.1 Consumable Materials and Repair Parts,AH-1W
AH-1W,3.2 Depot Level Reparables (DLRs),47502631,49487062.19,22566.5981,23436.07654,,C,0.9599,2018,61,9276,Huey,TRUE,Comps,3,3.2,3.2,3.0 Maintenance,3.2 Depot Level Reparables (DLRs),3.2 Depot Level Reparables (DLRs),AH-1W
AH-1W,3.3 Intermediate Maintenance (External to Unit-Level),29542929,30777090.32,22566.5981,23436.07654,,C,0.9599,2018,61,9276,Huey,TRUE,Field,3,3.3,3.3,3.0 Maintenance,3.3 Intermediate Maintenance (External to Unit-Level),3.3 Intermediate Maintenance (External to Unit-Level),AH-1W
AH-1W,3.4 Depot Maintenance,8545316,8902298.156,22566.5981,23436.07654,,C,0.9599,2018,61,9276,Huey,TRUE,CLS,3,3.4,3.4,3.0 Maintenance,3.4 Depot Maintenance,3.4 Depot Maintenance,AH-1W
AH-1W,3.5 Other Maintenance,677727,706039.1707,22566.5981,23436.07654,,C,0.9599,2018,61,9276,Huey,TRUE,CLS,3,3.5,3.5,3.0 Maintenance,3.5 Other Maintenance,3.5 Other Maintenance,AH-1W
AH-1W,4.1 System-Specific Training,619165,645030.7324,22566.5981,23436.07654,,C,0.9599,2018,61,9276,Huey,FALSE,0,4,4.1,4.1,4.0 Sustaining Support,4.1 System-Specific Training,4.1 System-Specific Training,AH-1W
AH-1W,4.2 Support Equipment Replacement and Repair,570143,593960.8293,22566.5981,23436.07654,,C,0.9599,2018,61,9276,Huey,FALSE,0,4,4.2,4.2,4.0 Sustaining Support,4.2 Support Equipment Replacement and Repair,4.2 Support Equipment Replacement and Repair,AH-1W
AH-1W,4.3 Sustaining/Systems Engineering,1094734,1140466.715,22566.5981,23436.07654,,C,0.9599,2018,61,9276,Huey,FALSE,0,4,4.3,4.3,4.0 Sustaining Support,4.3 Sustaining/Systems Engineering,4.3 Sustaining/Systems Engineering,AH-1W
AH-1W,4.4 Program Management,6192588,6451284.509,22566.5981,23436.07654,,C,0.9599,2018,61,9276,Huey,FALSE,0,4,4.4,4.4,4.0 Sustaining Support,4.4 Program Management,4.4 Program Management,AH-1W
AH-1W,4.7 Simulator Operations and Repair,1042679,1086237.108,22566.5981,23436.07654,,C,0.9599,2018,61,9276,Huey,FALSE,0,4,4.7,4.7,4.0 Sustaining Support,4.7 Simulator Operations and Repair,4.7 Simulator Operations and Repair,AH-1W
AH-1W,5.1 Hardware Modifications or Modernization,21531699,22431189.71,22566.5981,23436.07654,,C,0.9599,2018,61,9276,Huey,FALSE,0,5,5.1,5.1,5.0 Continuing System Improvements,5.1 Hardware Modifications or Modernization,5.1 Hardware Modifications or Modernization,AH-1W
AH-1W,5.2 Software Maintenance and Modifications,3311019,3449337.431,22566.5981,23436.07654,,C,0.9599,2018,61,9276,Huey,FALSE,0,5,5.2,5.2,5.0 Continuing System Improvements,5.2 Software Maintenance and Modifications,5.2 Software Maintenance and Modifications,AH-1W
AH-1W,A1.2 Marine Aircraft Count,61,61,22566.5981,23436.07654,,None,1,2018,61,9276,Huey,FALSE,TAI,A1,A1.2,A1.2,A1.0 Total Aircraft Count,A1.2 Marine Aircraft Count,A1.2 Marine Aircraft Count,AH-1W
AH-1W,A2.2 Marine Flying Hours,9276,9276,22566.5981,23436.07654,,None,1,2018,61,9276,Huey,FALSE,Hours,A2,A2.2,A2.2,A2.0 Total Flying Hours,A2.2 Marine Flying Hours,A2.2 Marine Flying Hours,AH-1W
AH-1Z,1.1 Operations Manpower,36047551,37948785.14,15068.98512,15649.58472,,P,0.9499,2018,95,20302,Huey,FALSE,0,1,1.1,1.1,1.0 Unit-Level Manpower,1.1 Operations Manpower,1.1 Operations Manpower,AH-1Z
AH-1Z,1.2 Unit-Level Maintenance Manpower,56989937,59995722.71,15068.98512,15649.58472,,P,0.9499,2018,95,20302,Huey,TRUE,Techs,1,1.2,1.2,1.0 Unit-Level Manpower,1.2 Unit-Level Maintenance Manpower,1.2 Unit-Level Maintenance Manpower,AH-1Z
AH-1Z,1.3 Other Unit-Level Manpower,6827812,7187927.15,15068.98512,15649.58472,,P,0.9499,2018,95,20302,Huey,FALSE,0,1,1.3,1.3,1.0 Unit-Level Manpower,1.3 Other Unit-Level Manpower,1.3 Other Unit-Level Manpower,AH-1Z
AH-1Z,2.1 Operating Material,45378445,47126851.18,15068.98512,15649.58472,,M,0.9629,2018,95,20302,Huey,FALSE,0,2,2.1,2.1,2.0 Unit Operations,2.1 Operating Material,2.1 Operating Material,AH-1Z
AH-1Z,2.3 Temporary Duty,2103707,2214661.543,15068.98512,15649.58472,,P,0.9499,2018,95,20302,Huey,FALSE,0,2,2.3,2.3,2.0 Unit Operations,2.3 Temporary Duty,2.3 Temporary Duty,AH-1Z
AH-1Z,2.4 Transportation,3759838,3916905.928,15068.98512,15649.58472,,C,0.9599,2018,95,20302,Huey,FALSE,0,2,2.4,2.4,2.0 Unit Operations,2.4 Transportation,2.4 Transportation,AH-1Z
AH-1Z,3.1 Consumable Materials and Repair Parts,24259391,25194091.81,15068.98512,15649.58472,,M,0.9629,2018,95,20302,Huey,TRUE,Field,3,3.1,3.1,3.0 Maintenance,3.1 Consumable Materials and Repair Parts,3.1 Consumable Materials and Repair Parts,AH-1Z
AH-1Z,3.2 Depot Level Reparables (DLRs),40786505,42490368.79,15068.98512,15649.58472,,C,0.9599,2018,95,20302,Huey,TRUE,Comps,3,3.2,3.2,3.0 Maintenance,3.2 Depot Level Reparables (DLRs),3.2 Depot Level Reparables (DLRs),AH-1Z
AH-1Z,3.3 Intermediate Maintenance (External to Unit-Level),25631180,26701927.28,15068.98512,15649.58472,,C,0.9599,2018,95,20302,Huey,TRUE,Field,3,3.3,3.3,3.0 Maintenance,3.3 Intermediate Maintenance (External to Unit-Level),3.3 Intermediate Maintenance (External to Unit-Level),AH-1Z
AH-1Z,3.4 Depot Maintenance,5609317,5843647.255,15068.98512,15649.58472,,C,0.9599,2018,95,20302,Huey,TRUE,CLS,3,3.4,3.4,3.0 Maintenance,3.4 Depot Maintenance,3.4 Depot Maintenance,AH-1Z
AH-1Z,3.5 Other Maintenance,5597249,5831075.112,15068.98512,15649.58472,,C,0.9599,2018,95,20302,Huey,TRUE,CLS,3,3.5,3.5,3.0 Maintenance,3.5 Other Maintenance,3.5 Other Maintenance,AH-1Z
AH-1Z,4.1 System-Specific Training,813519,847503.9067,15068.98512,15649.58472,,C,0.9599,2018,95,20302,Huey,FALSE,0,4,4.1,4.1,4.0 Sustaining Support,4.1 System-Specific Training,4.1 System-Specific Training,AH-1Z
AH-1Z,4.2 Support Equipment Replacement and Repair,878440,915136.9934,15068.98512,15649.58472,,C,0.9599,2018,95,20302,Huey,FALSE,0,4,4.2,4.2,4.0 Sustaining Support,4.2 Support Equipment Replacement and Repair,4.2 Support Equipment Replacement and Repair,AH-1Z
AH-1Z,4.3 Sustaining/Systems Engineering,1704914,1776137.098,15068.98512,15649.58472,,C,0.9599,2018,95,20302,Huey,FALSE,0,4,4.3,4.3,4.0 Sustaining Support,4.3 Sustaining/Systems Engineering,4.3 Sustaining/Systems Engineering,AH-1Z
AH-1Z,4.4 Program Management,9644193,10047080.95,15068.98512,15649.58472,,C,0.9599,2018,95,20302,Huey,FALSE,0,4,4.4,4.4,4.0 Sustaining Support,4.4 Program Management,4.4 Program Management,AH-1Z
AH-1Z,4.7 Simulator Operations and Repair,807671,841411.6054,15068.98512,15649.58472,,C,0.9599,2018,95,20302,Huey,FALSE,0,4,4.7,4.7,4.0 Sustaining Support,4.7 Simulator Operations and Repair,4.7 Simulator Operations and Repair,AH-1Z
AH-1Z,5.1 Hardware Modifications or Modernization,34424021,35862090.84,15068.98512,15649.58472,,C,0.9599,2018,95,20302,Huey,FALSE,0,5,5.1,5.1,5.0 Continuing System Improvements,5.1 Hardware Modifications or Modernization,5.1 Hardware Modifications or Modernization,AH-1Z
AH-1Z,5.2 Software Maintenance and Modifications,4666846,4861804.355,15068.98512,15649.58472,,C,0.9599,2018,95,20302,Huey,FALSE,0,5,5.2,5.2,5.0 Continuing System Improvements,5.2 Software Maintenance and Modifications,5.2 Software Maintenance and Modifications,AH-1Z
AH-1Z,A1.2 Marine Aircraft Count,95,95,15068.98512,15649.58472,,None,1,2018,95,20302,Huey,FALSE,TAI,A1,A1.2,A1.2,A1.0 Total Aircraft Count,A1.2 Marine Aircraft Count,A1.2 Marine Aircraft Count,AH-1Z
AH-1Z,A2.2 Marine Flying Hours,20302,20302,15068.98512,15649.58472,,None,1,2018,95,20302,Huey,FALSE,Hours,A2,A2.2,A2.2,A2.0 Total Flying Hours,A2.2 Marine Flying Hours,A2.2 Marine Flying Hours,AH-1Z
T/AV-8B,1.1 Operations Manpower,18580687,19560676.91,33077.84598,34352.31694,,P,0.9499,2018,96,17147,Harrier (AV-8),FALSE,0,1,1.1,1.1,1.0 Unit-Level Manpower,1.1 Operations Manpower,1.1 Operations Manpower,AV-8B
T/AV-8B,1.2 Unit-Level Maintenance Manpower,65134358,68569699.97,33077.84598,34352.31694,,P,0.9499,2018,96,17147,Harrier (AV-8),TRUE,Techs,1,1.2,1.2,1.0 Unit-Level Manpower,1.2 Unit-Level Maintenance Manpower,1.2 Unit-Level Maintenance Manpower,AV-8B
T/AV-8B,1.3 Other Unit-Level Manpower,7550903,7949155.701,33077.84598,34352.31694,,P,0.9499,2018,96,17147,Harrier (AV-8),FALSE,0,1,1.3,1.3,1.0 Unit-Level Manpower,1.3 Other Unit-Level Manpower,1.3 Other Unit-Level Manpower,AV-8B
T/AV-8B,2.1 Operating Material,57511864,59727764.05,33077.84598,34352.31694,,M,0.9629,2018,96,17147,Harrier (AV-8),FALSE,0,2,2.1,2.1,2.0 Unit Operations,2.1 Operating Material,2.1 Operating Material,AV-8B
T/AV-8B,2.3 Temporary Duty,6683529,7036034.319,33077.84598,34352.31694,,P,0.9499,2018,96,17147,Harrier (AV-8),FALSE,0,2,2.3,2.3,2.0 Unit Operations,2.3 Temporary Duty,2.3 Temporary Duty,AV-8B
T/AV-8B,2.4 Transportation,2995438,3120572.976,33077.84598,34352.31694,,C,0.9599,2018,96,17147,Harrier (AV-8),FALSE,0,2,2.4,2.4,2.0 Unit Operations,2.4 Transportation,2.4 Transportation,AV-8B
T/AV-8B,3.1 Consumable Materials and Repair Parts,52249105,54262233.88,33077.84598,34352.31694,,M,0.9629,2018,96,17147,Harrier (AV-8),TRUE,Field,3,3.1,3.1,3.0 Maintenance,3.1 Consumable Materials and Repair Parts,3.1 Consumable Materials and Repair Parts,AV-8B
T/AV-8B,3.2 Depot Level Reparables (DLRs),117113272,122005700.6,33077.84598,34352.31694,,C,0.9599,2018,96,17147,Harrier (AV-8),TRUE,Comps,3,3.2,3.2,3.0 Maintenance,3.2 Depot Level Reparables (DLRs),3.2 Depot Level Reparables (DLRs),AV-8B
T/AV-8B,3.3 Intermediate Maintenance (External to Unit-Level),83891175,87395744.35,33077.84598,34352.31694,,C,0.9599,2018,96,17147,Harrier (AV-8),TRUE,Field,3,3.3,3.3,3.0 Maintenance,3.3 Intermediate Maintenance (External to Unit-Level),3.3 Intermediate Maintenance (External to Unit-Level),AV-8B
T/AV-8B,3.4 Depot Maintenance,44049334,45889503.07,33077.84598,34352.31694,,C,0.9599,2018,96,17147,Harrier (AV-8),TRUE,CLS,3,3.4,3.4,3.0 Maintenance,3.4 Depot Maintenance,3.4 Depot Maintenance,AV-8B
T/AV-8B,3.5 Other Maintenance,5840345,6084326.492,33077.84598,34352.31694,,C,0.9599,2018,96,17147,Harrier (AV-8),TRUE,CLS,3,3.5,3.5,3.0 Maintenance,3.5 Other Maintenance,3.5 Other Maintenance,AV-8B
T/AV-8B,4.1 System-Specific Training,2116157,2204559.85,33077.84598,34352.31694,,C,0.9599,2018,96,17147,Harrier (AV-8),FALSE,0,4,4.1,4.1,4.0 Sustaining Support,4.1 System-Specific Training,4.1 System-Specific Training,AV-8B
T/AV-8B,4.2 Support Equipment Replacement and Repair,1031757,1074858.839,33077.84598,34352.31694,,C,0.9599,2018,96,17147,Harrier (AV-8),FALSE,0,4,4.2,4.2,4.0 Sustaining Support,4.2 Support Equipment Replacement and Repair,4.2 Support Equipment Replacement and Repair,AV-8B
T/AV-8B,4.3 Sustaining/Systems Engineering,2492658,2596789.249,33077.84598,34352.31694,,C,0.9599,2018,96,17147,Harrier (AV-8),FALSE,0,4,4.3,4.3,4.0 Sustaining Support,4.3 Sustaining/Systems Engineering,4.3 Sustaining/Systems Engineering,AV-8B
T/AV-8B,4.4 Program Management,30241878,31505238.05,33077.84598,34352.31694,,C,0.9599,2018,96,17147,Harrier (AV-8),FALSE,0,4,4.4,4.4,4.0 Sustaining Support,4.4 Program Management,4.4 Program Management,AV-8B
T/AV-8B,4.7 Simulator Operations and Repair,3925808,4089809.355,33077.84598,34352.31694,,C,0.9599,2018,96,17147,Harrier (AV-8),FALSE,0,4,4.7,4.7,4.0 Sustaining Support,4.7 Simulator Operations and Repair,4.7 Simulator Operations and Repair,AV-8B
T/AV-8B,5.1 Hardware Modifications or Modernization,55577698,57899466.61,33077.84598,34352.31694,,C,0.9599,2018,96,17147,Harrier (AV-8),FALSE,0,5,5.1,5.1,5.0 Continuing System Improvements,5.1 Hardware Modifications or Modernization,5.1 Hardware Modifications or Modernization,AV-8B
T/AV-8B,5.2 Software Maintenance and Modifications,10199859,10625960,33077.84598,34352.31694,,C,0.9599,2018,96,17147,Harrier (AV-8),FALSE,0,5,5.2,5.2,5.0 Continuing System Improvements,5.2 Software Maintenance and Modifications,5.2 Software Maintenance and Modifications,AV-8B
T/AV-8B,A1.2 Marine Aircraft Count,96,96,33077.84598,34352.31694,,None,1,2018,96,17147,Harrier (AV-8),FALSE,TAI,A1,A1.2,A1.2,A1.0 Total Aircraft Count,A1.2 Marine Aircraft Count,A1.2 Marine Aircraft Count,AV-8B
T/AV-8B,A2.2 Marine Flying Hours,17147,17147,33077.84598,34352.31694,,None,1,2018,96,17147,Harrier (AV-8),FALSE,Hours,A2,A2.2,A2.2,A2.0 Total Flying Hours,A2.2 Marine Flying Hours,A2.2 Marine Flying Hours,AV-8B
C-130T,1.1 Operations Manpower,21294448,22417568.17,32032.1488,33266.32963,,P,0.9499,2018,19,5289,C-130,FALSE,0,1,1.1,1.1,1.0 Unit-Level Manpower,1.1 Operations Manpower,1.1 Operations Manpower,C-130T
C-130T,1.2 Unit-Level Maintenance Manpower,24010854,25277243.92,32032.1488,33266.32963,,P,0.9499,2018,19,5289,C-130,TRUE,Techs,1,1.2,1.2,1.0 Unit-Level Manpower,1.2 Unit-Level Maintenance Manpower,1.2 Unit-Level Maintenance Manpower,C-130T
C-130T,1.3 Other Unit-Level Manpower,8208770,8641720.181,32032.1488,33266.32963,,P,0.9499,2018,19,5289,C-130,FALSE,0,1,1.3,1.3,1.0 Unit-Level Manpower,1.3 Other Unit-Level Manpower,1.3 Other Unit-Level Manpower,C-130T
C-130T,2.1 Operating Material,10034439,10421060.34,32032.1488,33266.32963,,M,0.9629,2018,19,5289,C-130,FALSE,0,2,2.1,2.1,2.0 Unit Operations,2.1 Operating Material,2.1 Operating Material,C-130T
C-130T,2.4 Transportation,369586,385025.5235,32032.1488,33266.32963,,C,0.9599,2018,19,5289,C-130,FALSE,0,2,2.4,2.4,2.0 Unit Operations,2.4 Transportation,2.4 Transportation,C-130T
C-130T,3.1 Consumable Materials and Repair Parts,9360959,9721631.53,32032.1488,33266.32963,,M,0.9629,2018,19,5289,C-130,TRUE,Field,3,3.1,3.1,3.0 Maintenance,3.1 Consumable Materials and Repair Parts,3.1 Consumable Materials and Repair Parts,C-130T
C-130T,3.2 Depot Level Reparables (DLRs),18803383,19588897.8,32032.1488,33266.32963,,C,0.9599,2018,19,5289,C-130,TRUE,Comps,3,3.2,3.2,3.0 Maintenance,3.2 Depot Level Reparables (DLRs),3.2 Depot Level Reparables (DLRs),C-130T
C-130T,3.3 Intermediate Maintenance (External to Unit-Level),11535475,12017371.6,32032.1488,33266.32963,,C,0.9599,2018,19,5289,C-130,TRUE,Field,3,3.3,3.3,3.0 Maintenance,3.3 Intermediate Maintenance (External to Unit-Level),3.3 Intermediate Maintenance (External to Unit-Level),C-130T
C-130T,3.4 Depot Maintenance,26979835,28106922.6,32032.1488,33266.32963,,C,0.9599,2018,19,5289,C-130,TRUE,CLS,3,3.4,3.4,3.0 Maintenance,3.4 Depot Maintenance,3.4 Depot Maintenance,C-130T
C-130T,4.1 System-Specific Training,755629,787195.5412,32032.1488,33266.32963,,C,0.9599,2018,19,5289,C-130,FALSE,0,4,4.1,4.1,4.0 Sustaining Support,4.1 System-Specific Training,4.1 System-Specific Training,C-130T
C-130T,4.2 Support Equipment Replacement and Repair,192046,200068.7572,32032.1488,33266.32963,,C,0.9599,2018,19,5289,C-130,FALSE,0,4,4.2,4.2,4.0 Sustaining Support,4.2 Support Equipment Replacement and Repair,4.2 Support Equipment Replacement and Repair,C-130T
C-130T,4.3 Sustaining/Systems Engineering,324907,338480.05,32032.1488,33266.32963,,C,0.9599,2018,19,5289,C-130,FALSE,0,4,4.3,4.3,4.0 Sustaining Support,4.3 Sustaining/Systems Engineering,4.3 Sustaining/Systems Engineering,C-130T
C-130T,4.4 Program Management,1519562,1583041.984,32032.1488,33266.32963,,C,0.9599,2018,19,5289,C-130,FALSE,0,4,4.4,4.4,4.0 Sustaining Support,4.4 Program Management,4.4 Program Management,C-130T
C-130T,4.7 Simulator Operations and Repair,93396,97297.63517,32032.1488,33266.32963,,C,0.9599,2018,19,5289,C-130,FALSE,0,4,4.7,4.7,4.0 Sustaining Support,4.7 Simulator Operations and Repair,4.7 Simulator Operations and Repair,C-130T
C-130T,5.1 Hardware Modifications or Modernization,35674456,37164763,32032.1488,33266.32963,,C,0.9599,2018,19,5289,C-130,FALSE,0,5,5.1,5.1,5.0 Continuing System Improvements,5.1 Hardware Modifications or Modernization,5.1 Hardware Modifications or Modernization,C-130T
C-130T,5.2 Software Maintenance and Modifications,260290,271163.6629,32032.1488,33266.32963,,C,0.9599,2018,19,5289,C-130,FALSE,0,5,5.2,5.2,5.0 Continuing System Improvements,5.2 Software Maintenance and Modifications,5.2 Software Maintenance and Modifications,C-130T
C-130T,A1.1 Navy Aircraft Count,19,19,32032.1488,33266.32963,,None,1,2018,19,5289,C-130,FALSE,TAI,A1,A1.1,A1.1,A1.0 Total Aircraft Count,A1.1 Navy Aircraft Count,A1.1 Navy Aircraft Count,C-130T
C-130T,A2.1 Navy Flying Hours,5289,5289,32032.1488,33266.32963,,None,1,2018,19,5289,C-130,FALSE,Hours,A2,A2.1,A2.1,A2.0 Total Flying Hours,A2.1 Navy Flying Hours,A2.1 Navy Flying Hours,C-130T
C-20G,1.1 Operations Manpower,6330467,6664350.984,12644.43936,13131.62256,,P,0.9499,2018,3,2515,G1159,FALSE,0,1,1.1,1.1,1.0 Unit-Level Manpower,1.1 Operations Manpower,1.1 Operations Manpower,C-20G
C-20G,1.2 Unit-Level Maintenance Manpower,650837,685163.7014,12644.43936,13131.62256,,P,0.9499,2018,3,2515,G1159,TRUE,Techs,1,1.2,1.2,1.0 Unit-Level Manpower,1.2 Unit-Level Maintenance Manpower,1.2 Unit-Level Maintenance Manpower,C-20G
C-20G,1.3 Other Unit-Level Manpower,1383220,1456174.334,12644.43936,13131.62256,,P,0.9499,2018,3,2515,G1159,FALSE,0,1,1.3,1.3,1.0 Unit-Level Manpower,1.3 Other Unit-Level Manpower,1.3 Other Unit-Level Manpower,C-20G
C-20G,2.1 Operating Material,3260522,3386148.094,12644.43936,13131.62256,,M,0.9629,2018,3,2515,G1159,FALSE,0,2,2.1,2.1,2.0 Unit Operations,2.1 Operating Material,2.1 Operating Material,C-20G
C-20G,2.4 Transportation,89894,93649.33847,12644.43936,13131.62256,,C,0.9599,2018,3,2515,G1159,FALSE,0,2,2.4,2.4,2.0 Unit Operations,2.4 Transportation,2.4 Transportation,C-20G
C-20G,3.1 Consumable Materials and Repair Parts,376006,390493.3015,12644.43936,13131.62256,,M,0.9629,2018,3,2515,G1159,TRUE,Field,3,3.1,3.1,3.0 Maintenance,3.1 Consumable Materials and Repair Parts,3.1 Consumable Materials and Repair Parts,C-20G
C-20G,3.3 Intermediate Maintenance (External to Unit-Level),210786,219591.6241,12644.43936,13131.62256,,C,0.9599,2018,3,2515,G1159,TRUE,Field,3,3.3,3.3,3.0 Maintenance,3.3 Intermediate Maintenance (External to Unit-Level),3.3 Intermediate Maintenance (External to Unit-Level),C-20G
C-20G,3.4 Depot Maintenance,3259133,3395283.884,12644.43936,13131.62256,,C,0.9599,2018,3,2515,G1159,TRUE,CLS,3,3.4,3.4,3.0 Maintenance,3.4 Depot Maintenance,3.4 Depot Maintenance,C-20G
C-20G,3.5 Other Maintenance,14088655,14677211.17,12644.43936,13131.62256,,C,0.9599,2018,3,2515,G1159,TRUE,CLS,3,3.5,3.5,3.0 Maintenance,3.5 Other Maintenance,3.5 Other Maintenance,C-20G
C-20G,4.1 System-Specific Training,49750,51828.31545,12644.43936,13131.62256,,C,0.9599,2018,3,2515,G1159,FALSE,0,4,4.1,4.1,4.0 Sustaining Support,4.1 System-Specific Training,4.1 System-Specific Training,C-20G
C-20G,4.2 Support Equipment Replacement and Repair,23799,24793.20763,12644.43936,13131.62256,,C,0.9599,2018,3,2515,G1159,FALSE,0,4,4.2,4.2,4.0 Sustaining Support,4.2 Support Equipment Replacement and Repair,4.2 Support Equipment Replacement and Repair,C-20G
C-20G,4.3 Sustaining/Systems Engineering,3654,3806.646526,12644.43936,13131.62256,,C,0.9599,2018,3,2515,G1159,FALSE,0,4,4.3,4.3,4.0 Sustaining Support,4.3 Sustaining/Systems Engineering,4.3 Sustaining/Systems Engineering,C-20G
C-20G,4.4 Program Management,1409988,1468890.509,12644.43936,13131.62256,,C,0.9599,2018,3,2515,G1159,FALSE,0,4,4.4,4.4,4.0 Sustaining Support,4.4 Program Management,4.4 Program Management,C-20G
C-20G,5.1 Hardware Modifications or Modernization,663217,690923.0128,12644.43936,13131.62256,,C,0.9599,2018,3,2515,G1159,FALSE,0,5,5.1,5.1,5.0 Continuing System Improvements,5.1 Hardware Modifications or Modernization,5.1 Hardware Modifications or Modernization,C-20G
C-20G,5.2 Software Maintenance and Modifications,837,871.9658298,12644.43936,13131.62256,,C,0.9599,2018,3,2515,G1159,FALSE,0,5,5.2,5.2,5.0 Continuing System Improvements,5.2 Software Maintenance and Modifications,5.2 Software Maintenance and Modifications,C-20G
C-20G,A1.1 Navy Aircraft Count,2,2,12644.43936,13131.62256,,None,1,2018,3,2515,G1159,FALSE,TAI,A1,A1.1,A1.1,A1.0 Total Aircraft Count,A1.1 Navy Aircraft Count,A1.1 Navy Aircraft Count,C-20G
C-20G,A1.2 Marine Aircraft Count,1,1,12644.43936,13131.62256,,None,1,2018,3,2515,G1159,FALSE,TAI,A1,A1.2,A1.2,A1.0 Total Aircraft Count,A1.2 Marine Aircraft Count,A1.2 Marine Aircraft Count,C-20G
C-20G,A2.1 Navy Flying Hours,1581,1581,12644.43936,13131.62256,,None,1,2018,3,2515,G1159,FALSE,Hours,A2,A2.1,A2.1,A2.0 Total Flying Hours,A2.1 Navy Flying Hours,A2.1 Navy Flying Hours,C-20G
C-20G,A2.2 Marine Flying Hours,934,934,12644.43936,13131.62256,,None,1,2018,3,2515,G1159,FALSE,Hours,A2,A2.2,A2.2,A2.0 Total Flying Hours,A2.2 Marine Flying Hours,A2.2 Marine Flying Hours,C-20G
C-26D,1.1 Operations Manpower,4422760,4656026.95,5739.694455,5960.841681,,P,0.9499,2018,7,2651,Metro,FALSE,0,1,1.1,1.1,1.0 Unit-Level Manpower,1.1 Operations Manpower,1.1 Operations Manpower,C-26D
C-26D,1.2 Unit-Level Maintenance Manpower,298512,314256.2375,5739.694455,5960.841681,,P,0.9499,2018,7,2651,Metro,TRUE,Techs,1,1.2,1.2,1.0 Unit-Level Manpower,1.2 Unit-Level Maintenance Manpower,1.2 Unit-Level Maintenance Manpower,C-26D
C-26D,1.3 Other Unit-Level Manpower,1714782,1805223.708,5739.694455,5960.841681,,P,0.9499,2018,7,2651,Metro,FALSE,0,1,1.3,1.3,1.0 Unit-Level Manpower,1.3 Other Unit-Level Manpower,1.3 Other Unit-Level Manpower,C-26D
C-26D,2.1 Operating Material,632598,656971.6481,5739.694455,5960.841681,,M,0.9629,2018,7,2651,Metro,FALSE,0,2,2.1,2.1,2.0 Unit Operations,2.1 Operating Material,2.1 Operating Material,C-26D
C-26D,2.4 Transportation,274828,286308.9905,5739.694455,5960.841681,,C,0.9599,2018,7,2651,Metro,FALSE,0,2,2.4,2.4,2.0 Unit Operations,2.4 Transportation,2.4 Transportation,C-26D
C-26D,3.1 Consumable Materials and Repair Parts,1952,2027.209471,5739.694455,5960.841681,,M,0.9629,2018,7,2651,Metro,TRUE,Field,3,3.1,3.1,3.0 Maintenance,3.1 Consumable Materials and Repair Parts,3.1 Consumable Materials and Repair Parts,C-26D
C-26D,3.2 Depot Level Reparables (DLRs),57033,59415.56412,5739.694455,5960.841681,,C,0.9599,2018,7,2651,Metro,TRUE,Comps,3,3.2,3.2,3.0 Maintenance,3.2 Depot Level Reparables (DLRs),3.2 Depot Level Reparables (DLRs),C-26D
C-26D,3.4 Depot Maintenance,1423130,1482581.519,5739.694455,5960.841681,,C,0.9599,2018,7,2651,Metro,TRUE,CLS,3,3.4,3.4,3.0 Maintenance,3.4 Depot Maintenance,3.4 Depot Maintenance,C-26D
C-26D,3.5 Other Maintenance,4291579,4470860.506,5739.694455,5960.841681,,C,0.9599,2018,7,2651,Metro,TRUE,CLS,3,3.5,3.5,3.0 Maintenance,3.5 Other Maintenance,3.5 Other Maintenance,C-26D
